audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0935.214.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0935.214.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0935.214.cbin.not.mat,notmat,11.484,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0936.226.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0936.226.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0936.226.cbin.not.mat,notmat,11.902000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0938.238.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0938.238.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0938.238.cbin.not.mat,notmat,12.046,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0939.251.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0939.251.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0939.251.cbin.not.mat,notmat,13.192,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0940.254.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0940.254.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0940.254.cbin.not.mat,notmat,10.054,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0943.279.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0943.279.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0943.279.cbin.not.mat,notmat,13.290000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0944.286.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0944.286.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0944.286.cbin.not.mat,notmat,13.794,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0945.288.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0945.288.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0945.288.cbin.not.mat,notmat,12.672,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0946.293.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0946.293.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0946.293.cbin.not.mat,notmat,9.078,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0953.338.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0953.338.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0953.338.cbin.not.mat,notmat,13.586,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0953.342.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0953.342.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0953.342.cbin.not.mat,notmat,14.24,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0954.346.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0954.346.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0954.346.cbin.not.mat,notmat,10.554,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0955.354.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0955.354.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0955.354.cbin.not.mat,notmat,9.994,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0956.357.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0956.357.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0956.357.cbin.not.mat,notmat,15.67,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0956.362.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0956.362.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0956.362.cbin.not.mat,notmat,7.588,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0957.364.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0957.364.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0957.364.cbin.not.mat,notmat,14.468,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0957.369.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0957.369.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0957.369.cbin.not.mat,notmat,12.608,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0958.375.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0958.375.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0958.375.cbin.not.mat,notmat,8.978,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0959.384.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_0959.384.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_0959.384.cbin.not.mat,notmat,11.68,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1000.388.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1000.388.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1000.388.cbin.not.mat,notmat,9.458,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1001.395.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1001.395.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1001.395.cbin.not.mat,notmat,21.36,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1001.403.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1001.403.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1001.403.cbin.not.mat,notmat,6.256,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1002.405.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1002.405.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1002.405.cbin.not.mat,notmat,8.516,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1003.410.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1003.410.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1003.410.cbin.not.mat,notmat,10.414,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1003.418.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1003.418.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1003.418.cbin.not.mat,notmat,12.152000000000001,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1004.422.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1004.422.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1004.422.cbin.not.mat,notmat,7.968,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1004.423.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1004.423.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1004.423.cbin.not.mat,notmat,7.186,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1006.438.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1006.438.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1006.438.cbin.not.mat,notmat,12.362,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1007.445.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1007.445.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1007.445.cbin.not.mat,notmat,9.120000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1008.457.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1008.457.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1008.457.cbin.not.mat,notmat,11.222,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1010.473.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1010.473.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1010.473.cbin.not.mat,notmat,11.642,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1010.476.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1010.476.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1010.476.cbin.not.mat,notmat,11.174,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1013.489.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1013.489.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1013.489.cbin.not.mat,notmat,9.9,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1015.503.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1015.503.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1015.503.cbin.not.mat,notmat,8.902000000000001,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1016.506.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1016.506.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1016.506.cbin.not.mat,notmat,10.414,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1016.508.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1016.508.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1016.508.cbin.not.mat,notmat,10.828,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1018.524.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1018.524.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1018.524.cbin.not.mat,notmat,10.43,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1019.527.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1019.527.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1019.527.cbin.not.mat,notmat,12.468,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1025.552.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1025.552.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1025.552.cbin.not.mat,notmat,13.386000000000001,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1026.554.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1026.554.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1026.554.cbin.not.mat,notmat,10.482000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1029.564.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1029.564.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1029.564.cbin.not.mat,notmat,10.688,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1034.600.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1034.600.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1034.600.cbin.not.mat,notmat,9.684000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1036.610.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1036.610.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1036.610.cbin.not.mat,notmat,12.258000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1037.619.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1037.619.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1037.619.cbin.not.mat,notmat,10.712,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1038.629.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1038.629.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1038.629.cbin.not.mat,notmat,12.214,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1040.634.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1040.634.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1040.634.cbin.not.mat,notmat,14.432,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1041.637.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1041.637.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1041.637.cbin.not.mat,notmat,12.848,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1045.645.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1045.645.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1045.645.cbin.not.mat,notmat,8.354000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1045.646.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1045.646.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1045.646.cbin.not.mat,notmat,12.182,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1046.648.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1046.648.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1046.648.cbin.not.mat,notmat,16.446,0.002,val
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1046.649.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1046.649.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1046.649.cbin.not.mat,notmat,9.974,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1049.652.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1049.652.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1049.652.cbin.not.mat,notmat,12.432,0.002,None
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1050.654.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1050.654.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1050.654.cbin.not.mat,notmat,8.326,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1053.667.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1053.667.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1053.667.cbin.not.mat,notmat,12.732000000000001,0.002,test
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1054.669.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1054.669.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1054.669.cbin.not.mat,notmat,14.402000000000001,0.002,train
/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1057.689.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/gy6or6/spectrograms_generated_210423_094826/gy6or6_baseline_220312_1057.689.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/gy6or6/032212/gy6or6_baseline_220312_1057.689.cbin.not.mat,notmat,7.226,0.002,train
