,Unnamed: 0,audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
27,27,/media/windowsD/YardenBirds/llb3_spring/llb3_0054_2018_04_23_17_21_23.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0054_2018_04_23_17_21_23.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,11.1834,0.0027,train
28,28,/media/windowsD/YardenBirds/llb3_spring/llb3_0055_2018_04_23_17_21_23.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0055_2018_04_23_17_21_23.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,8.901900000000001,0.0027,test
29,29,/media/windowsD/YardenBirds/llb3_spring/llb3_0056_2018_04_23_17_22_42.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0056_2018_04_23_17_22_42.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,19.9422,0.0027,train
30,30,/media/windowsD/YardenBirds/llb3_spring/llb3_0057_2018_04_23_17_24_01.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0057_2018_04_23_17_24_01.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,14.3505,0.0027,train
31,31,/media/windowsD/YardenBirds/llb3_spring/llb3_0058_2018_04_23_17_25_20.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0058_2018_04_23_17_25_20.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,8.7156,0.0027,train
32,32,/media/windowsD/YardenBirds/llb3_spring/llb3_0059_2018_04_23_17_25_20.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0059_2018_04_23_17_25_20.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,6.7716,0.0027,train
33,33,/media/windowsD/YardenBirds/llb3_spring/llb3_0060_2018_04_23_17_26_39.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0060_2018_04_23_17_26_39.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,18.7596,0.0027,train
34,34,/media/windowsD/YardenBirds/llb3_spring/llb3_0061_2018_04_23_17_27_58.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0061_2018_04_23_17_27_58.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,4.7709,0.0027,train
35,35,/media/windowsD/YardenBirds/llb3_spring/llb3_0062_2018_04_23_17_29_17.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0062_2018_04_23_17_29_17.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,18.8271,0.0027,train
36,36,/media/windowsD/YardenBirds/llb3_spring/llb3_0063_2018_04_23_17_30_36.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0063_2018_04_23_17_30_36.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,2.9916,0.0027,train
37,37,/media/windowsD/YardenBirds/llb3_spring/llb3_0064_2018_04_23_17_30_36.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0064_2018_04_23_17_30_36.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,5.8482,0.0027,train
38,38,/media/windowsD/YardenBirds/llb3_spring/llb3_0065_2018_04_23_17_31_55.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0065_2018_04_23_17_31_55.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,5.6214,0.0027,train
39,39,/media/windowsD/YardenBirds/llb3_spring/llb3_0066_2018_04_23_17_31_55.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0066_2018_04_23_17_31_55.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,13.6161,0.0027,train
40,40,/media/windowsD/YardenBirds/llb3_spring/llb3_0067_2018_04_23_17_33_14.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0067_2018_04_23_17_33_14.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,20.4093,0.0027,train
41,41,/media/windowsD/YardenBirds/llb3_spring/llb3_0068_2018_04_23_17_34_33.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0068_2018_04_23_17_34_33.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,2.8512,0.0027,train
42,42,/media/windowsD/YardenBirds/llb3_spring/llb3_0069_2018_04_23_17_38_30.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0069_2018_04_23_17_38_30.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,7.9515,0.0027,train
43,43,/media/windowsD/YardenBirds/llb3_spring/llb3_0070_2018_04_23_17_38_30.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0070_2018_04_23_17_38_30.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,9.3096,0.0027,train
44,44,/media/windowsD/YardenBirds/llb3_spring/llb3_0071_2018_04_23_17_38_30.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0071_2018_04_23_17_38_30.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,7.6896,0.0027,train
45,45,/media/windowsD/YardenBirds/llb3_spring/llb3_0072_2018_04_23_17_39_49.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0072_2018_04_23_17_39_49.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.5370000000000004,0.0027,train
46,46,/media/windowsD/YardenBirds/llb3_spring/llb3_0073_2018_04_23_17_39_49.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0073_2018_04_23_17_39_49.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,8.488800000000001,0.0027,train
47,47,/media/windowsD/YardenBirds/llb3_spring/llb3_0074_2018_04_23_17_41_08.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0074_2018_04_23_17_41_08.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,13.2948,0.0027,train
48,48,/media/windowsD/YardenBirds/llb3_spring/llb3_0075_2018_04_23_17_41_08.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0075_2018_04_23_17_41_08.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,14.8581,0.0027,train
49,49,/media/windowsD/YardenBirds/llb3_spring/llb3_0076_2018_04_23_17_42_27.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0076_2018_04_23_17_42_27.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,11.2482,0.0027,train
50,50,/media/windowsD/YardenBirds/llb3_spring/llb3_0077_2018_04_23_17_42_27.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0077_2018_04_23_17_42_27.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,5.0112000000000005,0.0027,train
51,51,/media/windowsD/YardenBirds/llb3_spring/llb3_0078_2018_04_23_17_49_02.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0078_2018_04_23_17_49_02.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,14.175,0.0027,train
52,52,/media/windowsD/YardenBirds/llb3_spring/llb3_0079_2018_04_23_17_49_02.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0079_2018_04_23_17_49_02.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,11.0403,0.0027,test
53,53,/media/windowsD/YardenBirds/llb3_spring/llb3_0081_2018_04_23_17_51_41.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0081_2018_04_23_17_51_41.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,14.6394,0.0027,train
54,54,/media/windowsD/YardenBirds/llb3_spring/llb3_0082_2018_04_23_17_51_41.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0082_2018_04_23_17_51_41.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,11.4399,0.0027,train
55,55,/media/windowsD/YardenBirds/llb3_spring/llb3_0101_2018_04_23_18_11_26.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0101_2018_04_23_18_11_26.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.672,0.0027,train
56,56,/media/windowsD/YardenBirds/llb3_spring/llb3_0102_2018_04_23_18_11_26.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0102_2018_04_23_18_11_26.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,7.5735,0.0027,train
57,57,/media/windowsD/YardenBirds/llb3_spring/llb3_0103_2018_04_23_18_12_45.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0103_2018_04_23_18_12_45.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.9879,0.0027,train
58,58,/media/windowsD/YardenBirds/llb3_spring/llb3_0104_2018_04_23_18_14_04.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0104_2018_04_23_18_14_04.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,25.4151,0.0027,test
59,59,/media/windowsD/YardenBirds/llb3_spring/llb3_0105_2018_04_23_18_16_42.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0105_2018_04_23_18_16_42.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,2.7864,0.0027,train
60,60,/media/windowsD/YardenBirds/llb3_spring/llb3_0106_2018_04_23_18_16_42.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0106_2018_04_23_18_16_42.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,20.6496,0.0027,train
61,61,/media/windowsD/YardenBirds/llb3_spring/llb3_0107_2018_04_23_18_16_42.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0107_2018_04_23_18_16_42.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,2.835,0.0027,train
62,62,/media/windowsD/YardenBirds/llb3_spring/llb3_0108_2018_04_23_18_19_20.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0108_2018_04_23_18_19_20.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.2562,0.0027,train
63,63,/media/windowsD/YardenBirds/llb3_spring/llb3_0109_2018_04_23_18_19_20.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0109_2018_04_23_18_19_20.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,15.0606,0.0027,train
64,64,/media/windowsD/YardenBirds/llb3_spring/llb3_0110_2018_04_23_18_20_39.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0110_2018_04_23_18_20_39.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,15.3144,0.0027,train
65,65,/media/windowsD/YardenBirds/llb3_spring/llb3_0115_2018_04_24_05_50_47.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0115_2018_04_24_05_50_47.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,13.2354,0.0027,train
66,66,/media/windowsD/YardenBirds/llb3_spring/llb3_0116_2018_04_24_05_52_06.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0116_2018_04_24_05_52_06.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,13.6674,0.0027,train
67,67,/media/windowsD/YardenBirds/llb3_spring/llb3_0117_2018_04_24_05_52_06.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0117_2018_04_24_05_52_06.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,11.8044,0.0027,train
68,68,/media/windowsD/YardenBirds/llb3_spring/llb3_0118_2018_04_24_05_53_25.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0118_2018_04_24_05_53_25.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,14.9661,0.0027,train
69,69,/media/windowsD/YardenBirds/llb3_spring/llb3_0119_2018_04_24_05_53_25.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0119_2018_04_24_05_53_25.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,12.9465,0.0027,test
70,70,/media/windowsD/YardenBirds/llb3_spring/llb3_0121_2018_04_24_05_54_44.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0121_2018_04_24_05_54_44.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,21.038400000000003,0.0027,test
71,71,/media/windowsD/YardenBirds/llb3_spring/llb3_0122_2018_04_24_06_00_00.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0122_2018_04_24_06_00_00.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,2.7972,0.0027,train
72,72,/media/windowsD/YardenBirds/llb3_spring/llb3_0123_2018_04_24_06_00_00.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0123_2018_04_24_06_00_00.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,6.312600000000001,0.0027,val
73,73,/media/windowsD/YardenBirds/llb3_spring/llb3_0125_2018_04_24_06_01_19.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0125_2018_04_24_06_01_19.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,28.614600000000003,0.0027,train
74,74,/media/windowsD/YardenBirds/llb3_spring/llb3_0126_2018_04_24_06_05_16.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0126_2018_04_24_06_05_16.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,23.8788,0.0027,train
75,75,/media/windowsD/YardenBirds/llb3_spring/llb3_0127_2018_04_24_06_06_35.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0127_2018_04_24_06_06_35.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,18.5112,0.0027,train
76,76,/media/windowsD/YardenBirds/llb3_spring/llb3_0128_2018_04_24_06_14_29.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0128_2018_04_24_06_14_29.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,19.491300000000003,0.0027,train
77,77,/media/windowsD/YardenBirds/llb3_spring/llb3_0129_2018_04_24_06_17_07.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0129_2018_04_24_06_17_07.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,22.6773,0.0027,train
78,78,/media/windowsD/YardenBirds/llb3_spring/llb3_0130_2018_04_24_06_18_26.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0130_2018_04_24_06_18_26.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,16.4025,0.0027,test
79,79,/media/windowsD/YardenBirds/llb3_spring/llb3_0131_2018_04_24_06_23_03.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0131_2018_04_24_06_23_03.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.0429000000000004,0.0027,test
80,80,/media/windowsD/YardenBirds/llb3_spring/llb3_0132_2018_04_24_06_23_03.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0132_2018_04_24_06_23_03.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.618,0.0027,train
81,81,/media/windowsD/YardenBirds/llb3_spring/llb3_0133_2018_04_24_06_23_03.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0133_2018_04_24_06_23_03.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,3.9177,0.0027,train
82,82,/media/windowsD/YardenBirds/llb3_spring/llb3_0134_2018_04_24_06_23_03.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0134_2018_04_24_06_23_03.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,12.4767,0.0027,test
83,83,/media/windowsD/YardenBirds/llb3_spring/llb3_0135_2018_04_24_06_30_57.wav,/media/windowsD/YardenBirds/llb3_spring/annotated/llb3_0135_2018_04_24_06_30_57.wav.npz,/media/windowsD/YardenBirds/llb3_spring/llb3_annotation_Apr_2019_emily_4TF.mat,yarden,15.9408,0.0027,train
