Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
14,14,14,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0045_2018_05_04_05_41_35.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0045_2018_05_04_05_41_35.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,11.7963,0.0027,train
15,15,15,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0047_2018_05_04_05_41_35.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0047_2018_05_04_05_41_35.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,8.3457,0.0027,train
16,16,16,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0048_2018_05_04_05_43_24.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0048_2018_05_04_05_43_24.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.4209,0.0027,train
17,17,17,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0051_2018_05_04_05_48_51.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0051_2018_05_04_05_48_51.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.3612,0.0027,test
18,18,18,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0052_2018_05_04_05_48_51.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0052_2018_05_04_05_48_51.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.280200000000002,0.0027,train
19,19,19,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0053_2018_05_04_05_48_51.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0053_2018_05_04_05_48_51.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.9238,0.0027,train
20,20,20,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0054_2018_05_04_05_48_51.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0054_2018_05_04_05_48_51.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.4557,0.0027,test
21,21,21,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0055_2018_05_04_05_52_29.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0055_2018_05_04_05_52_29.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.0797,0.0027,train
22,22,22,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0056_2018_05_04_05_52_29.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0056_2018_05_04_05_52_29.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.2427,0.0027,test
23,23,23,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0057_2018_05_04_05_54_18.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0057_2018_05_04_05_54_18.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,11.8962,0.0027,train
24,24,24,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0058_2018_05_04_05_54_18.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0058_2018_05_04_05_54_18.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.0473,0.0027,train
25,25,25,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0060_2018_05_04_05_56_07.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0060_2018_05_04_05_56_07.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,9.1773,0.0027,train
26,26,26,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0061_2018_05_04_05_56_07.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0061_2018_05_04_05_56_07.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.8016,0.0027,train
27,27,27,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0062_2018_05_04_06_08_49.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0062_2018_05_04_06_08_49.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.8151,0.0027,train
28,28,28,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0063_2018_05_04_06_08_49.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0063_2018_05_04_06_08_49.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,10.6029,0.0027,train
29,29,29,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0064_2018_05_04_06_08_49.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0064_2018_05_04_06_08_49.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,8.942400000000003,0.0027,train
30,30,30,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0065_2018_05_04_06_08_49.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0065_2018_05_04_06_08_49.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.4496,0.0027,test
31,31,31,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0066_2018_05_04_06_08_49.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0066_2018_05_04_06_08_49.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.5576,0.0027,train
32,32,32,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0067_2018_05_04_06_10_38.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0067_2018_05_04_06_10_38.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.7473,0.0027,train
33,33,33,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0069_2018_05_04_06_12_28.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0069_2018_05_04_06_12_28.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.5154,0.0027,train
34,34,34,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0071_2018_05_04_06_12_28.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0071_2018_05_04_06_12_28.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.1229000000000005,0.0027,train
35,35,35,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0072_2018_05_04_06_12_28.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0072_2018_05_04_06_12_28.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,11.7612,0.0027,train
36,36,36,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0073_2018_05_04_06_14_17.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0073_2018_05_04_06_14_17.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,10.2762,0.0027,test
37,37,37,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0074_2018_05_04_06_14_17.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0074_2018_05_04_06_14_17.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.882300000000001,0.0027,train
38,38,38,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0075_2018_05_04_06_14_17.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0075_2018_05_04_06_14_17.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.0102,0.0027,train
39,39,39,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0076_2018_05_04_06_14_17.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0076_2018_05_04_06_14_17.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,8.4753,0.0027,train
40,40,40,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0077_2018_05_04_06_25_11.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0077_2018_05_04_06_25_11.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,15.39,0.0027,train
41,41,41,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0078_2018_05_04_06_25_11.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0078_2018_05_04_06_25_11.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.9184,0.0027,train
42,42,42,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0079_2018_05_04_06_25_11.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0079_2018_05_04_06_25_11.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,8.181000000000001,0.0027,train
43,43,43,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0080_2018_05_04_06_25_11.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0080_2018_05_04_06_25_11.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.5873,0.0027,train
44,44,44,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0081_2018_05_04_06_27_00.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0081_2018_05_04_06_27_00.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.2623000000000015,0.0027,train
45,45,45,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0083_2018_05_04_06_27_00.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0083_2018_05_04_06_27_00.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,2.8296,0.0027,train
46,46,46,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0084_2018_05_04_06_27_00.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0084_2018_05_04_06_27_00.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.4695,0.0027,train
47,47,47,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0090_2018_05_04_07_23_22.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0090_2018_05_04_07_23_22.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.3865,0.0027,train
48,48,48,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0091_2018_05_04_07_23_22.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0091_2018_05_04_07_23_22.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.7068,0.0027,train
49,49,49,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0092_2018_05_04_07_25_11.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0092_2018_05_04_07_25_11.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.1023,0.0027,train
50,50,50,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0100_2018_05_04_08_27_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0100_2018_05_04_08_27_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.1813,0.0027,train
51,51,51,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0101_2018_05_04_08_27_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0101_2018_05_04_08_27_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.9876000000000005,0.0027,train
52,52,52,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0103_2018_05_04_08_27_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0103_2018_05_04_08_27_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.9393,0.0027,train
53,53,53,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0104_2018_05_04_08_27_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0104_2018_05_04_08_27_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.5674,0.0027,train
54,54,54,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0105_2018_05_04_08_27_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0105_2018_05_04_08_27_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.0625,0.0027,train
55,55,55,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0106_2018_05_04_08_29_03.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0106_2018_05_04_08_29_03.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,13.7025,0.0027,train
56,56,56,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0107_2018_05_04_08_29_03.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0107_2018_05_04_08_29_03.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.8195000000000014,0.0027,train
57,57,57,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0112_2018_05_04_09_18_32.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0112_2018_05_04_09_18_32.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.2120000000000015,0.0027,train
58,58,58,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0113_2018_05_04_09_18_32.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0113_2018_05_04_09_18_32.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.1759,0.0027,train
59,59,59,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0114_2018_05_04_09_18_32.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0114_2018_05_04_09_18_32.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.372999999999999,0.0027,train
60,60,60,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0115_2018_05_04_09_18_32.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0115_2018_05_04_09_18_32.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.912999999999999,0.0027,train
61,61,61,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0116_2018_05_04_09_18_32.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0116_2018_05_04_09_18_32.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,7.2279,0.0027,train
62,62,62,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0117_2018_05_04_09_18_32.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0117_2018_05_04_09_18_32.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.32,0.0027,train
63,63,63,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0119_2018_05_04_09_20_23.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0119_2018_05_04_09_20_23.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,14.8203,0.0027,train
64,64,64,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0120_2018_05_04_09_22_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0120_2018_05_04_09_22_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,9.6606,0.0027,train
65,65,65,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0121_2018_05_04_09_22_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0121_2018_05_04_09_22_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.725700000000002,0.0027,train
66,66,66,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0122_2018_05_04_09_22_13.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0122_2018_05_04_09_22_13.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.7115,0.0027,train
67,67,67,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0134_2018_05_04_09_55_12.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0134_2018_05_04_09_55_12.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.0669,0.0027,train
68,68,68,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0135_2018_05_04_09_55_12.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0135_2018_05_04_09_55_12.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.7203,0.0027,train
69,69,69,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0136_2018_05_04_09_55_12.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0136_2018_05_04_09_55_12.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.7149,0.0027,train
70,70,70,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0139_2018_05_04_09_55_12.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0139_2018_05_04_09_55_12.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.769900000000002,0.0027,train
71,71,71,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0148_2018_05_04_10_09_52.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0148_2018_05_04_10_09_52.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.6477,0.0027,train
72,72,72,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0149_2018_05_04_10_09_52.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0149_2018_05_04_10_09_52.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,5.5188000000000015,0.0027,val
73,73,73,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0150_2018_05_04_10_09_52.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0150_2018_05_04_10_09_52.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,2.9403,0.0027,train
74,74,74,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0151_2018_05_04_10_09_52.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0151_2018_05_04_10_09_52.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,6.7905000000000015,0.0027,train
75,75,75,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0152_2018_05_04_10_09_52.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0152_2018_05_04_10_09_52.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,3.6288,0.0027,test
76,76,76,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0160_2018_05_04_14_55_59.wav,/home/art/Documents/data/birdsong/canary/llb16/annotated/llb16_0160_2018_05_04_14_55_59.wav.npz,/home/art/Documents/data/birdsong/canary/llb16/annotation_files/llb16_annotation_May_2019_alexa_4TF.mat,yarden,4.0392,0.0027,train
